review,sentiment
"Despite Louis B. Mayer reportedly not being interested in signing the young Greta Garbo to a contract, this first American and MGM film for the actress looked quite beautiful. It's obvious that the film was assigned some amazing talent to film the production and make matte paintings, as it has all the nice polish and artfulness you'd expect from the best pictures the studio could produce. It simply looks beautiful--even 84 years later.<br /><br />As for Garbo herself, like her other very early American films she, too, looks different. While she's quite recognizable, her makeup is much softer than it would become just a year later--giving her a less severe look and a gentleness about her you just didn't see in subsequent films. I kind of wish they'd kept this look, but considering how famous she'd become with the trademark look, who am I to say they shouldn't have gone that route?! The film is about Garbo and how she and her family are unfairly forced off their land by the landlord. While the landlady, the much esteemed Doña Bernarda, claims it's because the bank has demanded payment, it's because her son has fallen for Garbo--and what better way to get rid of her than to force them out on the streets! Nice lady, huh?! Years pass and by now Garbo has become a new singing sensation who is world-famous. When she returns to her hometown years later, her old boyfriend (who HAD promised to marry her but wimped out when his mother, Doña Bernarda, refused to allow it) sees her. His new love for another lady is now tested--will he be content to marry this lady who is the heir to a huge pig fortune or will he want his old flame? And, more importantly, will Garbo even take him back after he behaved so spinelessly? In the meantime, a huge rainstorm hits. The land begins to flood and homes soon are being washed away by the deluge. Cortez and a friend make a mad dash as the dam breaks! In a scene where they obviously superimposed his row boat over the cascading stream, he eventually makes it out alive and to the home where Garbo is now staying. She welcomes them inside and they stay with her until the storm passes. Then, he admits that he still loves her and had braved the storm to make sure that she was safe. She tells him to get lost! Next, you see Ricardo about to get married to his second choice, the daughter of the Pork King. He obviously has little enthusiasm for this--and you feel sorry for the lady, as she did nothing wrong. Soon, Cortez is seen wandering back to Garbo's home--he's love-sick and needs her. In this scene, Garbo is quite luminous and can't tell him to leave--as they dissolve in each other's arms. Once again, he tells her of his love for her.<br /><br />When Doña Bernarda learns of this, she is not pleased. Evidently, a Pork Queen is a better catch than an internationally known singer. Because of the meddling of this nasty old lady, Garbo leaves--unwilling to come between the mother and her wimpy son. But, Cortez comes running--announcing he MUST have her and won't rest until he has her as his wife. Moments after making this proclamation, a family friend talks to Cortez and convinces him to give her up for the good of his career and reputation. So much for ""won't rest until he has her for his wife"", huh?! Despite Cortez being a wimp through and through, for some reason she cannot bring herself to hate him. And so, he marries the Pork Queen and lives a very dull life. When years later Garbo meets Cortez again, he is a dull looking middle-aged man--while she is as beautiful as ever. And, not surprisingly, she tells him, once again, to get lost.<br /><br />At the time this film was made, Garbo was not a star in the US and Cortez was. So, in light of this, it's surprising they gave Cortez such an unlikable character to play. Instead of the usual confident Valentino-like role they'd been giving him, here he is an indecisive wimp--a HUGE wimp. And, from here on, his career was on a slow downward spiral. As for Garbo, the role helped establish her as a big star--as she was THE focus of the film and played a character much like her later personas.<br /><br />As for the film, the new music composed for it was very nice, though a tad repetitive. The print, oddly, was nearly perfect throughout except for the intertitle cards--which could use some restoration.<br /><br />A most enjoyable film--expertly constructed, wistful and worth seeing. And, for one of the few times I can think of it, I have no real complaints in this excellent film.",positive
"Jack, Sawyer and Sayid swim to the boat and find a completely wasted Desmond. His traumatic past experience before sailing to the island is disclosed through flashbacks. Sayid plots a plan with Jack to surprise ""The Others"" in case Michael is double-crossing the group. John Locke convinces Desmond to invade the hatch, which is protected by Mr. Eko, and not press the button of the computer to see what will happen.<br /><br />This episode is one of the best of the Second Season. Unfortunately, we lovers of ""Lost"" can see the lack of respect the producers of this stunning series have with the fans. In the USA, the air date of this episode was 24 May 2006. Therefore, along this period, fans have to wait for the Third Season in a very suspenseful situation, with Jack and his group surrounded by ""The Others"" and finding the truth about Michael and the death of Ana Lucia and Libby; John locked inside the hatch without the intention of pushing the button and Mr. Eko in despair outside the hatch. I hope the fate of ""Lost"" be better than ""Angel"" and its very disappointing conclusion (or lack of conclusion) after five seasons. My vote is ten.<br /><br />Title (Brazil): Not Available",positive
"I first saw this movie as a younger child. My sister had told me about it and I thought it would be more of a kid's movie. However it remains to also be an incredible movie. True that the subject behind the movie is ruff but also true this movie will never stop touching your heart.<br /><br />I was only 6 when I first saw it and just yesterday, 7 years later, I saw it again. For the first time in a long time. Even after I knew how it ended, I knew that I had seen it a billion, bizillion times I wept like a teeny weeny little baby. When I saw it a few years back I finally got the idea and the seriousness of the film. So I stoped watching it for a while. But yesterday I didn't change the channel, I watched it. By the end I was astonished at how much it still made me laugh, cry, think, and above all, believe in mericals again. I haven't belived in a long time and this movie got me out of my shell and opened up my heart. This movie wasn't just impacting. I was also so impressed with the actors. Especially Bobby. So if you are wanting to see this movie for the first time I suggest seeing it alone. With tissues. And being ready to discover your young, sweet, innocent side and the side that still has hope. This movie touched my soul when I was only 6, and even in this time of trying to figure out who I am this movie helped me realize both what I don't and still do want to be in life.",positive
"I like end-of-days movies. I like B-movies. I was hoping I would like this movie.<br /><br />I could ignore the poor effects, the often atrocious music, the cringe-inducing lines. I could ignore the unexplained events, and the fact that the movie constantly relies on deus ex machina is excusable, given the subject matter. I could ignore the fact that the people who fight hunger and try to reach world peace are the bad guys. None of these things kill the movie. What kills this movie is that it's just plain and simple boring. Nothing actually happens; almost all scenes in the movie are designed to push the movie creators' morals on the viewers, at the cost of actually having a coherent story, or any kind of suspense.<br /><br />If you're looking for an entertaining B-movie, look elsewhere. This movie is just boring.",negative
"Well...now that I know where Rob Zombie stole the title for his ""House of 1,000 Corpses"" crapfest, I can now rest in peace. Nothing about the somnambulant performances or trite script would raise the dead in ""The House of Seven Corpses,"" but a groovie ghoulie comes up from his plot (ha!) anyway, to kill the bloody amateurs making a low-rent horror flick in his former abode! In Hell House (sorry, I don't remember the actual name of the residence), a bunch of mysterious, unexplained deaths took place long ago; some, like arthritic Lurch stand-in John Carradine (whose small role provides the film's only worthwhile moments), attribute it to the supernatural; bellowing film director John Ireland dismisses it as superstitious hokum. The result comes across like ""Satan's School for Girls"" (catchy title; made-for-TV production values; intriguing plot) crossed with ""Children Shouldn't Play With Dead Things"" (low-rent movie about low-rent movie makers who wake the dead); trouble is, it's nowhere near as entertaining or fun. ""The House of Seven Corpses"" is dead at frame one, and spends the rest of its 89 minutes going through rigor mortis, dragging us along for every aching second...",negative
"If this movie was about a fictional character, the movie could stand on its own and be judged objectively. Unfortunately for the viewer, the movie is based on ""facts"" that are shaded very unfairly toward Ruben Carter. Many of the smaller facts were disregarded (Carter was NOT number one contender at the time of the murders, there is no proof at all that he saved a friend from a child molester in his youth), but some of the larger facts, like apparently being robbed of a decision to Joey Giardello because of ""racist"" judges, is inexcusable to those of us who have seen the fight on tape, and completely disrespectful to Giardello. Why Hollywood feels the need to make a hero out of someone who, at best, was in trouble and around trouble much more than any normal person should be (was arrested multiple times for beating women) is strange to me. Ruben Carter was never, by viewing his actions in the 60's and even now, when he refuses to speak to his son, a person that people can look up to. Everyone knows that Jewison can direct, and Washington can act, but why they chose this story as their vehicle is beyond me. Is Hollywood so much in need of a black hero that they need to bend the truth in all of their bio pics to make them believable? (Heres a suggestion How about Denzel playing a movie about himself? Now thats inspirational) Based on all of the inaccuracies in the movie, I would suggest passing on this one.",negative
"Why oh why don't blockbuster movies simply stick to their selling point? Everyone in the cinema, young and old, was there to see talking animals make jokes, and whilst they did that we were all happy... And then, as with Lost In Space, came the two killer blows - plot and sentiment. Who really cared what happened to the tiger or whether Eddie Murphy made up with his daughter? Not me, that's for sure.",negative
"I'm a large scarred heterosexual male ex-bouncer, ex-rugby player, and ex-boxer, and I love this movie.<br /><br />It's no ""Mystic River."" It's a piece of fluff. But there is room in life for fluff, and when that fluff is engagingly shot, well-acted by attractive, likable people, cleverly plotted and full of good dialogue, there's even more room for it.<br /><br />I'm not the biggest Tom Selleck fan. But he's good in this. So are Julianne Nicholson (love her bald head and freckles), Ellen Degeneres, Kate Capshaw and even Tom Everett Scott (That Thing You Do!).<br /><br />The scenery is nice, the mood is upbeat, there's heartache and wistfulness and farce and even a little redemption.<br /><br />Any (male) reviewer who disses this movie is, shall we say, not perfectly confident in his masculinity. In the meantime I'll continue to catch bits and pieces of it without apology whenever it shows up on cable.",positive
"Well you take O.J. Simpson as a all american soldier turned all american bus driver who decides to rescue his passengers on his own just incase no one else is going to and Arte Johnson in an absolutely straight role as the tour guide who doesn't know what to do but doesn't want to admit they are in trouble and combine it with Lorenzo Lamas as one of three baby faced bad boys who intend to kidnap an heiress and leave a busload of people to die on the dessert and you have got to have action, plot twists and a lot of drama. Everyone was good but seeing Lamas as the baddest of the bad boys really blew my mind. He was much too believable as the overbearing bad guy who not only wanted to kidnap the heiress but rape the women and humiliate the guy who tried to stop him. This was evidently long before he cultivated his good guy image. And believe me a 20 year old Lorenzo in tight jeans you really don't want to miss!",positive
"Highly flawed but just about watchable `comedy' that runs like a Farrelly brothers reject. The most criminal thing about it though is the casting. I couldn't for one minute believe Jerry O Connell and Jake Busey in the role of superstuds, who could pull any woman at the drop of a hat, nor could I believe (the very beautiful) Shannon Elizabeth as a streetwise tough cop!. Story is predictable but does manage to raise a titter on a few occasions, although, the `gross out', meant to be `shock comic' scenes, (one involving an amputated testicle, and another set in a sperm bank) are just plain awful. If this film is on TV then its probably worth watching if you are extremely bored, but please don't waste your money renting it!!",negative
"Well, this movie actually did have one redeeming quality. It made up the funniest season one episode of MST3K. I wish Rhino had released this one instead of ""The Crawling Hand.""",negative
"After reading through many of the reviews, I don't know what movie some people were watching, but clearly it wasn't the same one I saw.<br /><br />This movie is horrible. The acting, primarily Moore's, is just terrible. The woman cannot act. Nice tits, but she just can't act. At no point did she come across as the actual character. Instead, it was spoiled Hollywood actress goes to the beach to play make-believe with the boys.<br /><br />And that's what this movie ultimately is -- Hollywood make-believe. The training sequences are over the top. The politics -- over the top. The political correctness -- over the top. The combat scenes -- you guessed it, over the top. Your mission is to get in and get out without being detected. So what do you do? Why shoot off as many rounds and make as much noise as possible, of course. Oh G.I. Jane, you can be my wing man anytime.<br /><br />The premise is good, but as soon as Hollywood gets a hold of it, we end up with Top Gun with tits.<br /><br />What more is to be expected from commercial US films anymore? Not much I guess.",negative
"I would just like it to be known, that I do not often rate movies below a 5. I was originally very excited to see this movie. Its numerous trailer bumps on TV for several months made me REAALLY want to see this movie. So, the other night when I saw that it was available on FearNet on Demand, I got some popcorn and sat down to watch the film.<br /><br />The storyline seemed intriguing enough - some dude is butchering unsuspecting people on the subway. There's a photographer obsessed with the missing people. Where are they going? What's happening to them? One day, the photographer sees a connection between some photos he has taken, and becomes obsessed with the butcher, following him around, yada yada. The film had a way of sucking you in, even though the plot was highly predictable. ""Oh no, it's dark, look out behind you"" I say, quite bored with the cheap thrills.<br /><br />The plot, even though predictable, was intriguing...that is, until the end. ""This was good until the end.... Then it just got silly"", says Jack_skellington_freke on the message boards. And I fully agree. And here come the spoilers...<br /><br />See, I was hoping it was some mad killer, some psychotic person obsessed with cannibalism. No. It was some secret society keeping creatures alive for centuries. Woo. How original. How unrealistic. How dull.<br /><br />3/10. Come on Lionsgate. You've had amazing films, but this one sunk.",negative
"When you go at an open air cinema under the Greek summer night you usually don't care what the movie is! Edison started really good with some good effort from the singers-who-want-to-be actors and a once again great Morgan Freeman but... (In a movie there is usually a good start to catch audience,done, a bit boring yet story filling middle of the movie that is more about characters and less about action ,done, and the third part is something really good so that you can remember the movie...) when you see 30 elite police officers (packed with weapons that can demolish a building) shoot at a guy behind a car, fail to hit him even once while he kills all (but 3) and then the guy takes out a flame thrower (to kill the rest 3) ,you realise that the Greek summer sky filled with stars is way too good to be distracted by a movie like this!",negative
"""Don't Drink the Water"" is an unbelievably bad film. It's based on a 1966 Broadway play by Woody Allen. It stars Jackie Gleason, the comic genius behind ""The Honeymooners"". The director, Howard Morris, has appeared in several Mel Brooks comedies (Life Stinks, High Anxiety, Silent Movie)and has made a mark in animation (characters he has voiced include Gopher from ""Pooh"", Jughead (Archie)and Beetle Bailey) What went wrong?<br /><br />I think the problem is that the premise is played out too seriously to work effectively. Allen's original play was tongue-in-cheek, which is why it worked on Broadway and in Allen's 1994 remake. The screenplay by R.S. Allen and Harvey Bullock beats the premise to death and makes too many changes from the original play. Making Gleason's wife an airhead in this version when she was a headstrong woman in the original is just one example of why this doesn't work.<br /><br />The acting isn't much better. Gleason does the best he can with the material, but he can't save this. Gleason was a comic genius , but also a fine actor as he demonstrated in ""The Hustler"" and ""Soldier in the Rain"". His abrasive personality could have worked here, but the lousy script doesn't even give him a chance. Too bad. Estelle Parsons' airhead wife will drive you nuts after 20 minutes. See how soon it'll take for YOU to want to strangle her. That is also a shame because she is also a fine actress, having turned in two exceptional performances in ""Bonnie and Clyde"" and ""Rachel, Rachel"" None of the other actors do particularly well either.<br /><br />Woody Allen hated this film so much that he remade the film in 1994 with himself and Julie Kavner (Marge Simpson) in the leads. They manage to hit all the right notes and the film itself is a comic masterpiece. It's finally on video after a long battle over rights. Do go out and find that version. All the 1969 original is good for is clearing out unwanted guests who overstay their welcome.<br /><br />1/2* out of 4 stars",negative
"Solid comedy entertainment, with musical interludes, it generates a fast pace that carries proceedings along in zestful tempo through a maze of humorous and chiller complications. Boris Karloff, Bela Lugosi and Peter Lorre form a strong setup of sinister villainy. The script contains all the standard mystery film props-sliding panels, secret passageways, thunder and lightning and poisoned blow-darts. Karloff, Lugosi and Lorre go in for heavy leers and obvious melodramatics of the gaslit era. Kay Kyser and his band offered great entertainment for the people living in the 1940's who were trying to forget about the horror's of World War II.",negative
"Gender Bender sexes things up a bit for the x-files. This episode has an interesting premise, a good story, but an ending that is wanting. Gender Bender is also the x-files debut for actor Nicholas Lea, better known as Alex Krycek. In this episode he plays Michael, a man attacked by one of ""The Kindred"". You need to see this episode just to see Nic Lea's less than spectacular beginning. An interesting thing about the Kindred's ""power of seduction"". When Marty does it to his victims, they become turned onto him/her. However, when Andrew seduces Scully, she only because disoriented and groggy, and does not become attracted to Andrew. Maybe it's because Marty has more experience at it than Andrew. This episode reminds me of why it would sometimes be miserable to film up in British Columbia. Throughout the episode it is so wet, soggy, and muddy, it could not have been that much fun. Despite the disappointing ending, Gender Bender is still a decent episode to view.",positive
"this became a cult movie in chinese college students, though i havnt watched it until it is broadcasted in channel4, UK.<br /><br />full of arty giddy pretentions, the plot is mediocre and unreal; the 'spirit' it wants to convey is how independent artists 'resist the commercisliation of music industry' and maintain their' purity of an artistic soul' and wouldnt 'sell themselves for dirty money'. that is really giddy and superficial; the diologue are mainly pathetic. acting is poor. sceenplay is full of art pretention. it is a fantasy movie for kids and that;s all<br /><br />",negative
"As winter approaches, our state-owned broadcaster, the ABC, has decided for some reason to have a partial Jane Austen Festival on Sunday nights. This commenced with a twelve-year old movie length version of ""Emma"" last Sunday; more recent versions of three other novels, ""Persuasion"", ""Northanger Abbey"" and ""Mansfield Park"" are to come.<br /><br />The curious thing about this production by A&E Television Networks, with script by the ever-reliable Andrew Davies, is that it appeared almost simultaneously with two much bigger budget movie versions, one starring Gwyneth Paltrow, and ""Clueless"", a ""modernized"" version, starring Alicia Silverstone, which transported the plot to Beverly Hills. Perhaps as a result, even with Kate Beckinsale in the lead, this production sank without trace.<br /><br />As a general rule, much is lost when novels are shrunk to fit feature movie length. The adaptations one tends to both enjoy and remember are those which have adequate room to develop both story and characters. An outstanding example is ""Brideshead Revisited"" which had 13 50-minute episodes back in 1982. You only have to compare the very ordinary movie-length version of ""Pride and Prejudice"" in 2005 with the brilliant 1995 six-part TV mini-series. It's not that a novel should be filmed page by page, and some novels (often not very good ones) adapt wonderfully to film (""Atonement"" is a recent example), but novels of the Jane Austen sort need some time and space to exert their full charm.<br /><br />Given the shortcomings of this type of adaptation, this production is OK. Kate Beckinsale gives Emma the right mix of self-assuredness and vulnerability and Mark Strong is a forthright Mr Knightly (he reminded me that Jane tended to recycle characters  Knightly is a more articulate version of the moody Mr Darcy of P&P). Samantha Morton was a rather limp Harriet but Prunella Scales got the blabbermouth Miss Bates perfectly  Sybil Fawlty on speed. Bernard Hepton as Emma's feeble father was also excellent. We saw the damp countryside, the mud and the poverty as well as the posh interiors, in case anyone thought this was a particularly idyllic age for everybody.<br /><br />Even though this was a condensed adaptation it was oddly slow in places  some of the conversations were rather stilted, even allowing for the formalities of the times. I'd have to look at the film again to be sure, but it might be due to the under-use of reaction shots.<br /><br />If you do like filmed period stuff this is a perfectly nice example, and compares well with the Paltrow version. Anyway, there is more to come!",positive
"Miscast, badly directed and atrociously written, this is watchable if you have an hour or two to kill or are suffering from insomnia, but only just. Robert Carlyle fully realises his potential as an actor of supreme mediocrity with only one expression to his repertoire (that of a chronically constipated football hooligan nursing a crippling inferiority complex), which he manages at times to alter slightly by flaring his nostrils and baring a row of skewed yellow teeth (this to indicate anger, tenderness, grief, surprise, horror, hilarity, compassion, etc.) In his role as ""the best marine engineer in the UK"" and son of a university professor he is about as convincing as my neighbour's cat. Tom Courtenay, equally miscast, slurring and mistiming every line, appears permanently soused to the eyeballs, and would seem no more able to tell a flood from a puddle of his own urine if he were standing in it. All in all, another silly attempt on the part of the British to imitate Hollywood pulp at its most rubbishy. The dialogue is a series of badly-delivered clichés; the action is disjointed; the plot is pointless and amputated; and the characters, if you can call them that, do not even make it into the basic two-dimensional sphere of their American counterparts.",negative
"This is the kind of movie the US doesn't make. It's why people rent foreign films. It's a great story about how one person, even if he is retarded can make a person find reason in an empty life. Everybody can learn from Georges. It also shows how people that are mentally challenged suffer in their life and shows them in a very realistic way (I think). As its classic in foreign films this movie has a bittersweet ending, but that only makes it a better movie.",positive
"I think a great many viewers missed entirely the fact that this is obviously a parody of western films.<br /><br />This is not a bad movie - it is a clever tongue in cheek take on westerns. I don't believe this film was taking itself seriously for a moment.<br /><br />What makes this film even more unique is the fact it is centered around 4 strong, beautiful women, two of which are black, one Asian, and a Mexican/Hispanic character.<br /><br />These aren't your usual western women--they're tough--they can draw fast and shoot straight.<br /><br />They're so tough even the bartender is shaking when he pours their whiskey.<br /><br />The plot which moves this story along is typical of westerns--in the vein of ""you shot my brother--so I'm gonna get you!"" Only in this western, a woman's sister has been shot and she's out for vengeance on the gang who did it.<br /><br />So she goes and rounds up her old cronies from her bank robbing days.<br /><br />One of them, Maria, is not really all that interested in avenging Rachel's sister, but she is motived by the fact there's gold and jewelry hidden in the town where they're headed.<br /><br />There are a couple of scenes that don't quite make sense, not that they interfere that much, they can be ignored, but I wondered why they were there. So the film could use a little tightening, but over all, this is a well made film that has failed to find an audience that recognized what it is.<br /><br />My only disappointment was that the only lesbian in the film is a villain--of the ""heroines"", one is obviously straight, the others sexual orientations are never disclosed.<br /><br />7 Stars",positive
"The 60´s is a well balanced mini series between historical facts and a good plot. In four deliveries, we follow a north American family, with 3 members. But we don't only see them. We also follow the story of several characters as a black reverend, an extremist student leader, and a soldier in Vietnam. The filmography is just extraordinary. In the first chapters, we see some shots of the Vietnam war, in between the scenes. The next chapter, doesn't start where the last one finished, it starts some time after, giving us a little mystery on what happened. In general, The 60´s mini series, is a must see, not only for hippies fanatics, but for everyone with little curiosity about the topic.",positive
"""Indian burial ground"": If those three words appear anywhere in a real-estate listing, look for a different neighborhood. A young couple with a young daughter and a toddler-age son move into a Maine house adjacent to a pet cemetery--and, after a l-o-o-o-ng hike, an ancient Indian burial ground. Seems the Indian ground can bring Fido or Fluffy back from the dead--if you don't mind having a raving hell beast for a pet. It can do the same for dead people--if you don't mind having a homicidal zombie around the house.<br /><br />Throw in a busy two-lane blacktop, speeding big rigs, a well-meaning (if somewhat dim) old neighbor, and one kid who really doesn't get enough supervision, and I think you can figure out what happens from there--an over-the-top, illogical mess, which, in all fairness, does offer up a few scares.<br /><br />Well, there are worse Stephen King adaptations (such as ""Maximum Overdrive,"" which King also directed). But there are far better ones, too (such as ""Salem's Lot,"" ""The Dead Zone,"" and both versions of ""The Shining"").",negative
"I'll be honest-- the pimped out purple plane with Snoop Dogg at the helm is an amusing visual gag. It would have been a decent concept for a 30 second commercial, or maybe a 3 minute music video. But the producers have committed the age-old concept comedy sin of stretching 30 seconds of material into an hour and a half of film, and the results are predictably lame. The remainder of the 89 minutes are filled with the typical gamut of racist and sexist humor and fart jokes, offensive and-- worst of all-- painfully unfunny. The threadbare plot screams under the weight of its contrivances. Best to be avoided unless you are drunk or stoned.",negative
"Apartmente'L is one of the most interesting movies that I have ever seen. I experienced extreme frustration while watching this movie as I was gunning for the two leads to reunite. That never happened in the end which disappointed me to no end. But the ending lends an even more cynical touch to a generally cynical movie. It is not a movie which people are likely to rewatch but one watch itself will have a deep impact on people. As of now I haven't rewatched the movie and I don't think I will.<br /><br />The story follows the experiences of a man, Max, who is engaged to be married to Muriel. He remembers his old girlfriend Lisa(he considers this the love of his life) as he listens, by accident, to Lisa talking on the telephone. Thus he tries to find Lisa. Here starts his extremely frustrating search for Lisa. There are many layers to this movie. There are undercurrents of jealousy, vouyeurism and so on. There is also another character called Alice who is involved in the whole confusion. The movie then moves through a whole range of twists and finally leads to an ending which could be interpreted in many ways. It is fascinating how this movie has only four main characters but the clever writing makes it interesting and unique. What I love about the fact is that a movie about obsession, jealousy is done in such a light hearted manner. It has a very fast pace which is probably the reason why it can appeal to a large audience. The main character, Max, has shades of grey and I felt the ending was perfect. I don't think he is supposed to be a clean character considering the fact he is searching for his long lost love while he is engaged and he also has a fling with Alice.<br /><br />The character of Alice is even worse. Her manipulation and her compulsive lying can really irritate viewers(that is the point, I guess). The scene where she breaks down in front of Lucien really shows another facet of her character. It shows a side of her that wants to be accepted and that she is tired of all the lying and the games and she wants to lead a normal life. In the end, she understands that she needs to get away from it all. The ending lends a cynical touch. Because it seems as if Max's love for Alice is temporary and fake. It is as if to say that love in general is a temporary emotion and it is better to choose the safe option(i.e Muriel) than to pursue something that is so fleeting(i.e Lisa or Alice). In many ways this is not really a romantic movie but a satire about romance(in a way).<br /><br />The performances deserve high praise. Vincent Cassel as Max gives a great performance. He perfectly portrays the confusion of a man who is not really sure about his engagement. His geeky looks are an added advantage as it fits the character perfectly. But the real star of the movie is Romane Bohringer as Alice. Her nuanced portrayal of a woman who is jealous of Alice and is in love with Max. The scene where she screams ""I am a nutcase too"" really shows her desperation and her yearning to live a normal life with a man who loves her.<br /><br />Btw I also thought lesbianism is another interpretation that can be drawn from this movie. Alice's actions can be explained in many ways. And her unreasonable obsession with Lisa may also be explained as a manifestation of a lesbian desire. It may be far-fetched considering she encourages Lisa to forgive her current boyfriend. But I got the feeling that she was a lesbian for a long time. She also avoids questions from Lisa regarding a boyfriend. She spends a whole lot of time with Lisa and she is happy during that time. That may lead many to question her sexual orientation.<br /><br />Overall I would give it a 9/10. I think it deserves it but I subtracted one because of the rewatchability factor. I think it is a perfect movie otherwise.",positive
"It would be wrong and reprehensible of me to advise you to watch Killjoy 2, you must have better things to do, washing the car, throwing stones in a stream, but at the same time it's nowhere near as awful as you probably think it is. It's almost a proper film, which a lot more than most straight-to-DVD sludge can manage. Killjoy 2 is helped a great deal by Trent Haaga's manic turn as the eponymous clown, he throws himself into the role with such fevered abandonment that he almost tips the scales in the movie's favour, but, of course, it takes more than one man in big shoes. Tammi Sutton gives the most entertaining director cameo since Roger Corman in Creature from the Haunted Sea and the whole thing is nearly destroyed by the rushed, sugary ending. All over the place and almost good fun.",negative
"Duchess is a pretty white cat who lives with her three kittens in her wealthy owner's mansion in Paris. When the evil butler hears that the rich old lady is leaving everything in her will to the cats first, the butler is angered, because he wants to get everything first. So he puts them to sleep and abandons them off the side of the road. When the cats wake up, they start on a long trek home. A street wise cat named Thomas O'Malley meets up with them and offers to help them. When Edgar sees them arriving home, he is furious, and starts to mail them to Timbucktu. But Thomas' friends arrive to help save the day. The wealthy lady decides to leave her home for every alley cat in Paris.<br /><br />This is a charming film. The songs, including ""Everybody Wants to be a Cat"", are lively and upbeat. The voice cast is excellent, with Eva Gabor(who would later play Miss Bianca in Disney's THE RESCUERS films) as Duchess, Phil Harris(Baloo in THE JUNGLE BOOK, Little John in ROBIN HOOD) as Thomas, giving interesting personalities to their characters. Supposedly Walt Disney, before he died in 1966, gave the go-ahead to this film. Recommended for Disney fans or cat lovers everywhere! 10/10.",positive
"I wasn't really hoping for much when I went to see this. After Mst3king the heck out of JasonX with some friends though, I was hoping for a similar experience here.<br /><br />Unfortunately the movie took itself way too seriously. Do I care about Jason's problems? I'm sorry no. There are a legion Ft13th movies that cover that anyway. At at then end of the day, he's an undead serial killer, I'm just not going to get that sympathetic.<br /><br />Freddy was by far the most interesting aspect of the movie with the hallucinations and what not, but unfortunately they were few and far between and by the end of the movie, it had degenerated into a bad episode of celebrity deathmatch...only not funny.<br /><br />",negative
"Sarafina was a fun movie, and some of the songs were really great. Sarafina was very entertaining. I don't normally like music things like this, but the singing was not lame like it looked like on the box. The movie was useful for learning about history because it was an interesting perspective of the Soweto rioting of 1976. It showed you things from the perspective of the students in the rioting and showed you that they were real characters. Because you got to see them as real characters this makes you like them more as an audience, and makes you more sympathetic to them as totally the victims of the white government, who you can not sympathise with. The singing of the students is correct because we know from accounts that the students in the riot were singing and dancing before it became violent. The clothing of the students in Sarafina is very similar to the clothing shown in photos from Soweto. They made the movie actually in Soweto, which is why it looks very accurate in many parts. All these things make the film more accurate for someone using it to learn about aparthied. As viewers we must be critical of the way the history of Apartheid was presented. As I said before, you become sympathetic to the students - this makes it potentially less reliable and objective. Also, it changes some of the details from other accounts. In Sarafina it turns to chaos when the policeman comes into their classroom and shoots the students. The police and army were very aggressive at Soweto, but this is probably an exaggerated event. The police and army did shoot students, but there is not evidence of them going into schools and executing people like this. The fighting was more in the streets and had looting and crime. This is done in the movie probably to make you feel more sorry for the school students. The movie would have been more useful if it had some different information about aparthied. The teacher was arrested for being against the government, and the mum goes to work in a white persons house. But there is not any information about the government and why they were doing it or any details about the racist policies and laws. -By George S, Chris and Finlay",positive
"I thought this movie was pretty good. Some parts were corny but that's understandable since it was made more than 55 years ago. I thought the best performance in the movie was given by Michele Morgan who played Millie convincingly. Jack Haley is also really good as Mike O'Brien. Even though I'm not a big Frank Sinatra fan, I think he was very good in this movie. If your have a craving for a silly, over the top musical comedy, Higher and Higher is the movie for you.<br /><br />",positive
<br /><br />Robot jox is a great little film ok some of the sets are bad and the acting is not that great but the special effects are very good for a film of this size and age. You have to remember that this film is over 10 years old now and was made very cheaply in the 1st place so you cant moan to much about the bad parts. So just sit back and watch a cool film with great big robots in it.,positive
"As someone who likes chase scenes and was really intrigued by this fascinating true-life tale, I was optimistic heading into this film but too many obstacles got into the way of the good story it should have been.<br /><br />THE BAD - I'm a fan of Robert Duvall and many of the characters he has played, but his role here is a dull one as an insurance investigator.<br /><br />The dialog is insipid and the pretty Kathryn Harrold is real garbage-mouth. From what I read, there were several directors replacing each other on this film, and that's too bad. You can tell things aren't right with the story. I couldn't get ""involved"" with Treat Williams' portrayal of Cooper, either. He should have been fascinating, but he wasn't in this movie. It's also kind of a sad comment that a guy committing a crime is some sort of ""folk hero,"" but I admit I wound up rooting for the guy, too.<br /><br />Not everything was disappointing. I can't complain about the scenery, from the lush, green forests of Oregon to the desert in Arizona.<br /><br />I'd like to see this movie re-made and done better, because it is a one-of-a-kind story.",negative
"An excellent documentry. I personally remember this growing up in NYC in the early 80's. This movie is for anyone that wasn't around during that time period.This shows the one thing the African American Gay Underclass felt was solely theirs and the love and camadrie you see is real. The people are real and sadly few are still alive as this is being written. The balls are still held but not to the extent that they were in the the nineteen eighties. That time is gone forever. This is a good pre ""homo thug"" movie. When Queens were really proud to be extroverts. Goodbye to Storyville this is another era gone but greatly documented all hail film!",positive
"This was obviously the worst movie ever made...ketchup was the starring role in this movie and would be the only nominee for an award..cause the plot, actors, and anything related to this farce was absolutely horrible and ridiculous. I could have made a better horror flick in my backyard within two hours with a hand-held camera using grass stuffed dummies as the actors, atleast the acting would have been better! Don't waste your time or money on this one...it's extremely cheesy and horrible!!",negative
